id_txn,id_comercio,id_cliente,fecha_hora,monto_total,costo_estimado,ganancia_neta,categoria_compra,estado,metodo_pago
TXN-017243,COM-003,CLI-3-002,2025-10-21 16:35,36.9,25.56,11.34,Bebé,Exitosa,Transferencia
TXN-017244,COM-003,CLI-3-002,2025-10-21 12:26,4.61,3.12,1.49,Medicamentos,Exitosa,Transferencia
TXN-017245,COM-003,CLI-3-070,2025-10-21 09:31,7.18,4.99,2.19,Higiene,Exitosa,QR Deuna
TXN-017246,COM-003,CLI-3-086,2025-10-22 18:55,9.22,5.86,3.36,Medicamentos,Exitosa,QR Deuna
TXN-017247,COM-003,CLI-3-059,2025-10-22 15:12,36.9,22.68,14.22,Bebé,Exitosa,QR Deuna
TXN-017248,COM-003,CLI-3-070,2025-10-22 18:39,12.3,8.54,3.76,Bebé,Exitosa,QR Deuna
TXN-017249,COM-003,CLI-3-066,2025-10-22 16:44,24.6,14.84,9.76,Bebé,Exitosa,Transferencia
TXN-017250,COM-003,CLI-3-050,2025-10-22 11:13,9.22,5.68,3.54,Medicamentos,Exitosa,Transferencia
TXN-017251,COM-003,CLI-3-045,2025-10-22 10:24,3.59,2.19,1.4,Higiene,Exitosa,Transferencia
TXN-017252,COM-003,CLI-3-094,2025-10-22 12:22,24.6,15.65,8.95,Bebé,Exitosa,Transferencia
TXN-017253,COM-003,CLI-3-059,2025-10-22 15:54,7.18,4.72,2.46,Higiene,Exitosa,QR Deuna
TXN-017254,COM-003,CLI-3-068,2025-10-22 15:50,3.59,2.3,1.29,Higiene,Exitosa,Transferencia
TXN-017255,COM-003,CLI-3-028,2025-10-22 17:34,10.77,7.1,3.67,Higiene,Exitosa,QR Deuna
TXN-017256,COM-003,CLI-3-085,2025-10-22 19:46,4.61,3.01,1.6,Medicamentos,Exitosa,QR Deuna
TXN-017257,COM-003,CLI-3-037,2025-10-22 13:15,12.3,7.57,4.73,Bebé,Exitosa,QR Deuna
TXN-017258,COM-003,CLI-3-053,2025-10-22 13:37,12.3,8.36,3.94,Bebé,Exitosa,QR Deuna
TXN-017259,COM-003,CLI-3-065,2025-10-22 09:21,12.3,7.73,4.57,Bebé,Exitosa,QR Deuna
TXN-017260,COM-003,CLI-3-031,2025-10-23 12:35,13.83,8.4,5.43,Medicamentos,Exitosa,QR Deuna
TXN-017261,COM-003,CLI-3-024,2025-10-23 13:44,10.77,7.05,3.72,Higiene,Exitosa,Transferencia
TXN-017262,COM-003,CLI-3-090,2025-10-23 11:49,7.18,5.02,2.16,Higiene,Exitosa,QR Deuna
TXN-017263,COM-003,CLI-3-082,2025-10-23 18:17,9.22,5.83,3.39,Medicamentos,Exitosa,QR Deuna
TXN-017264,COM-003,CLI-3-050,2025-10-23 18:18,24.6,17.17,7.43,Bebé,Exitosa,QR Deuna
TXN-017265,COM-003,CLI-3-092,2025-10-23 16:27,36.9,24.55,12.35,Bebé,Exitosa,QR Deuna
TXN-017266,COM-003,CLI-3-005,2025-10-23 12:54,24.6,16.43,8.17,Bebé,Exitosa,QR Deuna
TXN-017267,COM-003,CLI-3-096,2025-10-23 14:40,36.9,23.07,13.83,Bebé,Exitosa,QR Deuna
TXN-017268,COM-003,CLI-3-064,2025-10-23 18:04,4.61,3.18,1.43,Medicamentos,Exitosa,Transferencia
TXN-017269,COM-003,CLI-3-097,2025-10-23 17:53,36.9,23.75,13.15,Bebé,Exitosa,QR Deuna
TXN-017270,COM-003,CLI-3-084,2025-10-23 08:59,10.77,6.64,4.13,Higiene,Exitosa,QR Deuna
TXN-017271,COM-003,CLI-3-100,2025-10-23 12:07,13.83,8.66,5.17,Medicamentos,Exitosa,QR Deuna
TXN-017272,COM-003,CLI-3-031,2025-10-23 12:19,13.83,9.4,4.43,Medicamentos,Exitosa,QR Deuna
TXN-017273,COM-003,CLI-3-012,2025-10-23 16:48,3.59,2.42,1.17,Higiene,Exitosa,QR Deuna
TXN-017274,COM-003,CLI-3-054,2025-10-23 09:29,13.83,9.4,4.43,Medicamentos,Exitosa,QR Deuna
TXN-017275,COM-003,CLI-3-051,2025-10-23 14:20,12.3,8.31,3.99,Bebé,Exitosa,QR Deuna
TXN-017276,COM-003,CLI-3-069,2025-10-23 11:48,12.3,7.83,4.47,Bebé,Exitosa,QR Deuna
TXN-017277,COM-003,CLI-3-006,2025-10-23 08:51,4.61,3.02,1.59,Medicamentos,Exitosa,QR Deuna
TXN-017278,COM-003,CLI-3-029,2025-10-23 15:40,13.83,9.03,0,Medicamentos,Reversada,QR Deuna
TXN-017279,COM-003,CLI-3-056,2025-10-23 17:38,4.61,3.04,1.57,Medicamentos,Exitosa,Transferencia
TXN-017280,COM-003,CLI-3-063,2025-10-23 09:41,12.3,8.52,3.78,Bebé,Exitosa,QR Deuna
TXN-017281,COM-003,CLI-3-080,2025-10-23 15:41,3.59,2.4,1.19,Higiene,Exitosa,QR Deuna
TXN-017282,COM-003,CLI-3-065,2025-10-23 14:27,4.61,2.79,1.82,Medicamentos,Exitosa,QR Deuna
TXN-017283,COM-003,CLI-3-077,2025-10-23 11:52,4.61,3.19,1.42,Medicamentos,Exitosa,QR Deuna
TXN-017284,COM-003,CLI-3-099,2025-10-23 12:34,4.61,2.8,1.81,Medicamentos,Exitosa,QR Deuna
TXN-017285,COM-003,CLI-3-014,2025-10-24 15:48,4.61,2.97,1.64,Medicamentos,Exitosa,Transferencia
TXN-017286,COM-003,CLI-3-014,2025-10-24 17:34,36.9,23.58,13.32,Bebé,Exitosa,QR Deuna
TXN-017287,COM-003,CLI-3-008,2025-10-24 09:26,12.3,7.44,4.86,Bebé,Exitosa,QR Deuna
TXN-017288,COM-003,CLI-3-074,2025-10-24 11:26,4.61,3.01,1.6,Medicamentos,Exitosa,Transferencia
TXN-017289,COM-003,CLI-3-100,2025-10-24 15:45,4.61,3.17,1.44,Medicamentos,Exitosa,QR Deuna
TXN-017290,COM-003,CLI-3-091,2025-10-24 09:17,7.18,4.32,2.86,Higiene,Exitosa,Transferencia
TXN-017291,COM-003,CLI-3-007,2025-10-24 16:32,12.3,7.72,4.58,Bebé,Exitosa,QR Deuna
TXN-017292,COM-003,CLI-3-095,2025-10-24 12:12,13.83,9.56,4.27,Medicamentos,Exitosa,QR Deuna
TXN-017293,COM-003,CLI-3-065,2025-10-24 10:12,10.77,6.86,3.91,Higiene,Exitosa,QR Deuna
TXN-017294,COM-003,CLI-3-070,2025-10-24 17:29,24.6,16.77,7.83,Bebé,Exitosa,QR Deuna
TXN-017295,COM-003,CLI-3-015,2025-10-24 13:23,36.9,25.32,11.58,Bebé,Exitosa,QR Deuna
TXN-017296,COM-003,CLI-3-095,2025-10-24 08:45,10.77,7.48,3.29,Higiene,Exitosa,Transferencia
TXN-017297,COM-003,CLI-3-005,2025-10-24 17:34,36.9,24.77,12.13,Bebé,Exitosa,QR Deuna
TXN-017298,COM-003,CLI-3-047,2025-10-24 11:55,7.18,4.8,2.38,Higiene,Exitosa,QR Deuna
TXN-017299,COM-003,CLI-3-083,2025-10-24 15:11,7.18,4.75,2.43,Higiene,Exitosa,QR Deuna
TXN-017300,COM-003,CLI-3-100,2025-10-24 19:13,12.3,8.59,3.71,Bebé,Exitosa,QR Deuna
TXN-017301,COM-003,CLI-3-044,2025-10-24 16:56,12.3,8.28,4.02,Bebé,Exitosa,QR Deuna
TXN-017302,COM-003,CLI-3-062,2025-10-24 18:23,10.77,7.09,3.68,Higiene,Exitosa,Transferencia
TXN-017303,COM-003,CLI-3-009,2025-10-24 15:45,10.77,7.14,3.63,Higiene,Exitosa,QR Deuna
TXN-017304,COM-003,CLI-3-065,2025-10-24 13:46,7.18,4.91,2.27,Higiene,Exitosa,QR Deuna
TXN-017305,COM-003,CLI-3-082,2025-10-24 13:06,36.9,23.15,13.75,Bebé,Exitosa,Transferencia
TXN-017306,COM-003,CLI-3-002,2025-10-24 18:50,13.83,8.64,5.19,Medicamentos,Exitosa,Transferencia
TXN-017307,COM-003,CLI-3-092,2025-10-25 19:40,10.77,7.12,3.65,Higiene,Exitosa,QR Deuna
TXN-017308,COM-003,CLI-3-003,2025-10-25 13:25,4.61,2.97,1.64,Medicamentos,Exitosa,Transferencia
TXN-017309,COM-003,CLI-3-083,2025-10-25 18:02,4.61,3.05,1.56,Medicamentos,Exitosa,QR Deuna
TXN-017310,COM-003,CLI-3-054,2025-10-25 08:22,13.83,8.53,5.3,Medicamentos,Exitosa,QR Deuna
TXN-017311,COM-003,CLI-3-079,2025-10-25 18:43,13.83,8.46,5.37,Medicamentos,Exitosa,QR Deuna
TXN-017312,COM-003,CLI-3-089,2025-10-25 18:38,7.18,4.36,2.82,Higiene,Exitosa,QR Deuna
TXN-017313,COM-003,CLI-3-056,2025-10-25 13:32,4.61,2.89,1.72,Medicamentos,Exitosa,QR Deuna
TXN-017314,COM-003,CLI-3-080,2025-10-25 09:36,10.77,7.07,3.7,Higiene,Exitosa,QR Deuna
TXN-017315,COM-003,CLI-3-100,2025-10-25 17:36,36.9,23.19,13.71,Bebé,Exitosa,QR Deuna
TXN-017316,COM-003,CLI-3-075,2025-10-25 17:01,36.9,23.81,13.09,Bebé,Exitosa,QR Deuna
TXN-017317,COM-003,CLI-3-065,2025-10-25 13:35,13.83,9.47,4.36,Medicamentos,Exitosa,QR Deuna
TXN-017318,COM-003,CLI-3-065,2025-10-25 11:16,7.18,4.6,2.58,Higiene,Exitosa,QR Deuna
TXN-017319,COM-003,CLI-3-011,2025-10-25 12:15,4.61,3.2,1.41,Medicamentos,Exitosa,QR Deuna
TXN-017320,COM-003,CLI-3-066,2025-10-25 11:10,13.83,8.42,5.41,Medicamentos,Exitosa,QR Deuna
TXN-017321,COM-003,CLI-3-079,2025-10-25 08:19,10.77,6.66,4.11,Higiene,Exitosa,QR Deuna
TXN-017322,COM-003,CLI-3-048,2025-10-25 16:04,9.22,5.61,3.61,Medicamentos,Exitosa,QR Deuna
TXN-017323,COM-003,CLI-3-010,2025-10-26 18:11,36.9,22.79,14.11,Bebé,Exitosa,Transferencia
TXN-017324,COM-003,CLI-3-040,2025-10-26 09:40,13.83,9.42,4.41,Medicamentos,Exitosa,Transferencia
TXN-017325,COM-003,CLI-3-018,2025-10-26 11:58,13.83,8.53,5.3,Medicamentos,Exitosa,QR Deuna
TXN-017326,COM-003,CLI-3-097,2025-10-26 16:03,4.61,3.18,1.43,Medicamentos,Exitosa,QR Deuna
TXN-017327,COM-003,CLI-3-075,2025-10-26 08:14,9.22,5.94,3.28,Medicamentos,Exitosa,QR Deuna
TXN-017328,COM-003,CLI-3-088,2025-10-26 12:07,7.18,4.34,2.84,Higiene,Exitosa,QR Deuna
TXN-017329,COM-003,CLI-3-097,2025-10-26 09:16,3.59,2.16,1.43,Higiene,Exitosa,QR Deuna
TXN-017330,COM-003,CLI-3-061,2025-10-26 10:59,13.83,8.93,4.9,Medicamentos,Exitosa,QR Deuna
TXN-017331,COM-003,CLI-3-070,2025-10-26 15:05,13.83,9.2,4.63,Medicamentos,Exitosa,QR Deuna
TXN-017332,COM-003,CLI-3-037,2025-10-26 17:57,10.77,7.47,3.3,Higiene,Exitosa,QR Deuna
TXN-017333,COM-003,CLI-3-007,2025-10-26 12:02,24.6,15.64,8.96,Bebé,Exitosa,QR Deuna
TXN-017334,COM-003,CLI-3-054,2025-10-26 18:44,13.83,9.29,4.54,Medicamentos,Exitosa,QR Deuna
TXN-017335,COM-003,CLI-3-057,2025-10-26 10:34,36.9,24.94,11.96,Bebé,Exitosa,Transferencia
TXN-017336,COM-003,CLI-3-006,2025-10-26 17:51,7.18,4.89,2.29,Higiene,Exitosa,Transferencia
TXN-017337,COM-003,CLI-3-039,2025-10-26 11:38,24.6,16.33,8.27,Bebé,Exitosa,Transferencia
TXN-017338,COM-003,CLI-3-040,2025-10-26 12:30,12.3,8.22,4.08,Bebé,Exitosa,QR Deuna
TXN-017339,COM-003,CLI-3-056,2025-10-27 08:10,36.9,22.6,14.3,Bebé,Exitosa,Transferencia
TXN-017340,COM-003,CLI-3-100,2025-10-27 11:33,10.77,7.09,3.68,Higiene,Exitosa,QR Deuna
TXN-017341,COM-003,CLI-3-045,2025-10-27 12:56,36.9,24.25,12.65,Bebé,Exitosa,QR Deuna
TXN-017342,COM-003,CLI-3-085,2025-10-27 12:35,13.83,9.01,4.82,Medicamentos,Exitosa,QR Deuna
TXN-017343,COM-003,CLI-3-083,2025-10-27 19:04,13.83,8.51,5.32,Medicamentos,Exitosa,QR Deuna
TXN-017344,COM-003,CLI-3-042,2025-10-27 16:22,9.22,5.78,3.44,Medicamentos,Exitosa,Transferencia
TXN-017345,COM-003,CLI-3-048,2025-10-27 11:19,4.61,3.15,1.46,Medicamentos,Exitosa,QR Deuna
TXN-017346,COM-003,CLI-3-085,2025-10-27 15:17,13.83,8.48,5.35,Medicamentos,Exitosa,QR Deuna
TXN-017347,COM-003,CLI-3-016,2025-10-27 10:24,36.9,23.3,13.6,Bebé,Exitosa,QR Deuna
TXN-017348,COM-003,CLI-3-005,2025-10-27 17:26,3.59,2.44,1.15,Higiene,Exitosa,QR Deuna
TXN-017349,COM-003,CLI-3-072,2025-10-27 08:27,7.18,4.6,2.58,Higiene,Exitosa,QR Deuna
TXN-017350,COM-003,CLI-3-004,2025-10-27 14:10,13.83,8.3,5.53,Medicamentos,Exitosa,QR Deuna
TXN-017351,COM-003,CLI-3-064,2025-10-27 12:42,24.6,16.69,7.91,Bebé,Exitosa,QR Deuna
TXN-017352,COM-003,CLI-3-026,2025-10-27 09:33,3.59,2.32,1.27,Higiene,Exitosa,QR Deuna
TXN-017353,COM-003,CLI-3-009,2025-10-27 17:55,7.18,4.8,2.38,Higiene,Exitosa,QR Deuna
TXN-017354,COM-003,CLI-3-001,2025-10-27 12:45,3.59,2.31,1.28,Higiene,Exitosa,QR Deuna
TXN-017355,COM-003,CLI-3-075,2025-10-27 13:22,10.77,6.47,4.3,Higiene,Exitosa,QR Deuna
TXN-017356,COM-003,CLI-3-055,2025-10-27 13:37,12.3,7.45,4.85,Bebé,Exitosa,QR Deuna
TXN-017357,COM-003,CLI-3-043,2025-10-28 12:36,12.3,7.96,4.34,Bebé,Exitosa,Transferencia
TXN-017358,COM-003,CLI-3-040,2025-10-28 19:46,24.6,15.85,8.75,Bebé,Exitosa,QR Deuna
TXN-017359,COM-003,CLI-3-041,2025-10-28 11:35,24.6,15.89,8.71,Bebé,Exitosa,Transferencia
TXN-017360,COM-003,CLI-3-021,2025-10-28 19:01,12.3,8.01,4.29,Bebé,Exitosa,Transferencia
TXN-017361,COM-003,CLI-3-088,2025-10-28 10:44,13.83,9.15,4.68,Medicamentos,Exitosa,QR Deuna
TXN-017362,COM-003,CLI-3-002,2025-10-28 18:20,13.83,9.15,4.68,Medicamentos,Exitosa,QR Deuna
TXN-017363,COM-003,CLI-3-072,2025-10-28 13:11,12.3,7.62,4.68,Bebé,Exitosa,QR Deuna
TXN-017364,COM-003,CLI-3-082,2025-10-28 16:58,12.3,7.52,4.78,Bebé,Exitosa,QR Deuna
TXN-017365,COM-003,CLI-3-058,2025-10-28 09:17,7.18,4.65,2.53,Higiene,Exitosa,Transferencia
TXN-017366,COM-003,CLI-3-061,2025-10-28 16:05,24.6,16.32,8.28,Bebé,Exitosa,QR Deuna
TXN-017367,COM-003,CLI-3-072,2025-10-28 12:09,36.9,25.81,11.09,Bebé,Exitosa,QR Deuna
TXN-017368,COM-003,CLI-3-096,2025-10-28 16:38,4.61,2.95,1.66,Medicamentos,Exitosa,Transferencia
TXN-017369,COM-003,CLI-3-024,2025-10-28 12:21,10.77,6.5,4.27,Higiene,Exitosa,QR Deuna
TXN-017370,COM-003,CLI-3-055,2025-10-28 12:56,7.18,4.66,2.52,Higiene,Exitosa,QR Deuna
TXN-017371,COM-003,CLI-3-052,2025-10-28 10:45,9.22,6.09,3.13,Medicamentos,Exitosa,QR Deuna
TXN-017372,COM-003,CLI-3-022,2025-10-28 12:48,36.9,23.58,13.32,Bebé,Exitosa,Transferencia
TXN-017373,COM-003,CLI-3-072,2025-10-28 08:41,24.6,16.9,7.7,Bebé,Exitosa,QR Deuna
TXN-017374,COM-003,CLI-3-100,2025-10-28 13:58,4.61,3.22,1.39,Medicamentos,Exitosa,Transferencia
TXN-017375,COM-003,CLI-3-038,2025-10-28 17:58,36.9,22.42,14.48,Bebé,Exitosa,QR Deuna
TXN-017376,COM-003,CLI-3-055,2025-10-28 17:52,4.61,2.77,1.84,Medicamentos,Exitosa,QR Deuna
TXN-017377,COM-003,CLI-3-025,2025-10-28 14:33,24.6,15.24,9.36,Bebé,Exitosa,QR Deuna
TXN-017378,COM-003,CLI-3-022,2025-10-28 14:31,7.18,4.55,2.63,Higiene,Exitosa,QR Deuna
TXN-017379,COM-003,CLI-3-082,2025-10-28 10:24,13.83,8.4,5.43,Medicamentos,Exitosa,Transferencia
TXN-017380,COM-003,CLI-3-077,2025-10-29 16:17,36.9,23.93,12.97,Bebé,Exitosa,QR Deuna
TXN-017381,COM-003,CLI-3-088,2025-10-29 15:12,24.6,15.87,8.73,Bebé,Exitosa,QR Deuna
TXN-017382,COM-003,CLI-3-017,2025-10-29 15:08,4.61,2.86,1.75,Medicamentos,Exitosa,QR Deuna
TXN-017383,COM-003,CLI-3-087,2025-10-29 11:32,10.77,6.52,4.25,Higiene,Exitosa,QR Deuna
TXN-017384,COM-003,CLI-3-074,2025-10-29 09:07,4.61,2.85,1.76,Medicamentos,Exitosa,QR Deuna
TXN-017385,COM-003,CLI-3-086,2025-10-29 18:35,10.77,6.89,3.88,Higiene,Exitosa,Transferencia
TXN-017386,COM-003,CLI-3-003,2025-10-29 10:28,12.3,7.62,4.68,Bebé,Exitosa,QR Deuna
TXN-017387,COM-003,CLI-3-045,2025-10-29 08:45,4.61,2.79,1.82,Medicamentos,Exitosa,Transferencia
TXN-017388,COM-003,CLI-3-063,2025-10-29 18:17,4.61,2.97,1.64,Medicamentos,Exitosa,QR Deuna
TXN-017389,COM-003,CLI-3-042,2025-10-29 09:11,4.61,3.07,1.54,Medicamentos,Exitosa,QR Deuna
TXN-017390,COM-003,CLI-3-078,2025-10-29 09:41,10.77,7.21,3.56,Higiene,Exitosa,QR Deuna
TXN-017391,COM-003,CLI-3-082,2025-10-29 19:53,13.83,8.87,4.96,Medicamentos,Exitosa,QR Deuna
TXN-017392,COM-003,CLI-3-047,2025-10-30 19:26,36.9,24.18,12.72,Bebé,Exitosa,Transferencia
TXN-017393,COM-003,CLI-3-089,2025-10-30 13:36,9.22,5.7,3.52,Medicamentos,Exitosa,QR Deuna
TXN-017394,COM-003,CLI-3-090,2025-10-30 12:54,4.61,3.16,0,Medicamentos,Reversada,QR Deuna
TXN-017395,COM-003,CLI-3-070,2025-10-30 19:08,24.6,16.04,8.56,Bebé,Exitosa,QR Deuna
TXN-017396,COM-003,CLI-3-022,2025-10-30 15:46,7.18,4.82,2.36,Higiene,Exitosa,Transferencia
TXN-017397,COM-003,CLI-3-033,2025-10-30 13:51,7.18,4.81,2.37,Higiene,Exitosa,QR Deuna
TXN-017398,COM-003,CLI-3-089,2025-10-30 15:58,4.61,2.77,1.84,Medicamentos,Exitosa,QR Deuna
TXN-017399,COM-003,CLI-3-027,2025-10-30 13:23,12.3,8.53,3.77,Bebé,Exitosa,QR Deuna
TXN-017400,COM-003,CLI-3-015,2025-10-30 19:58,24.6,15.35,9.25,Bebé,Exitosa,Transferencia
TXN-017401,COM-003,CLI-3-067,2025-10-30 10:26,24.6,16.87,7.73,Bebé,Exitosa,Transferencia
TXN-017402,COM-003,CLI-3-029,2025-10-30 08:44,12.3,7.59,4.71,Bebé,Exitosa,QR Deuna
TXN-017403,COM-003,CLI-3-033,2025-10-30 11:12,13.83,9.56,4.27,Medicamentos,Exitosa,QR Deuna
TXN-017404,COM-003,CLI-3-035,2025-10-30 15:56,7.18,4.86,2.32,Higiene,Exitosa,QR Deuna
TXN-017405,COM-003,CLI-3-027,2025-10-30 16:16,9.22,6.37,2.85,Medicamentos,Exitosa,Transferencia
TXN-017406,COM-003,CLI-3-068,2025-10-30 18:33,7.18,4.35,2.83,Higiene,Exitosa,QR Deuna
TXN-017407,COM-003,CLI-3-056,2025-10-30 12:56,9.22,6.35,2.87,Medicamentos,Exitosa,QR Deuna
TXN-017408,COM-003,CLI-3-042,2025-10-30 19:10,36.9,23.74,13.16,Bebé,Exitosa,Transferencia
TXN-017409,COM-003,CLI-3-052,2025-10-30 13:27,13.83,9.19,4.64,Medicamentos,Exitosa,Transferencia
TXN-017410,COM-003,CLI-3-077,2025-10-30 19:30,36.9,25.66,11.24,Bebé,Exitosa,QR Deuna
TXN-017411,COM-003,CLI-3-020,2025-10-30 10:33,10.77,7.37,3.4,Higiene,Exitosa,QR Deuna
TXN-017412,COM-003,CLI-3-008,2025-10-30 12:29,9.22,6.37,2.85,Medicamentos,Exitosa,QR Deuna
TXN-017413,COM-003,CLI-3-021,2025-10-30 08:07,12.3,8.36,3.94,Bebé,Exitosa,QR Deuna
TXN-017414,COM-003,CLI-3-063,2025-10-30 18:12,4.61,2.97,1.64,Medicamentos,Exitosa,QR Deuna
TXN-017415,COM-003,CLI-3-099,2025-10-30 19:31,7.18,4.97,2.21,Higiene,Exitosa,QR Deuna
TXN-017416,COM-003,CLI-3-014,2025-10-30 11:57,13.83,8.64,5.19,Medicamentos,Exitosa,Transferencia
TXN-017417,COM-003,CLI-3-017,2025-10-30 10:03,36.9,23.18,13.72,Bebé,Exitosa,Transferencia
TXN-017418,COM-003,CLI-3-078,2025-10-30 13:49,10.77,6.78,3.99,Higiene,Exitosa,QR Deuna
TXN-017419,COM-003,CLI-3-047,2025-10-30 14:02,10.77,6.79,0,Higiene,Reversada,Transferencia
TXN-017420,COM-003,CLI-3-069,2025-10-30 08:53,4.61,2.89,1.72,Medicamentos,Exitosa,QR Deuna
TXN-017421,COM-003,CLI-3-048,2025-10-31 09:30,9.22,6.11,3.11,Medicamentos,Exitosa,QR Deuna
TXN-017422,COM-003,CLI-3-043,2025-10-31 18:34,4.61,2.83,1.78,Medicamentos,Exitosa,QR Deuna
TXN-017423,COM-003,CLI-3-083,2025-10-31 11:22,36.9,22.74,14.16,Bebé,Exitosa,QR Deuna
TXN-017424,COM-003,CLI-3-023,2025-10-31 08:19,24.6,14.8,9.8,Bebé,Exitosa,QR Deuna
TXN-017425,COM-003,CLI-3-036,2025-10-31 17:45,24.6,15.54,9.06,Bebé,Exitosa,QR Deuna
TXN-017426,COM-003,CLI-3-026,2025-10-31 11:14,24.6,16.35,8.25,Bebé,Exitosa,Transferencia
TXN-017427,COM-003,CLI-3-078,2025-10-31 16:42,24.6,16.25,0,Bebé,Reversada,Transferencia
TXN-017428,COM-003,CLI-3-058,2025-10-31 18:59,10.77,7.05,3.72,Higiene,Exitosa,QR Deuna
TXN-017429,COM-003,CLI-3-022,2025-10-31 16:59,36.9,24.42,12.48,Bebé,Exitosa,QR Deuna
TXN-017430,COM-003,CLI-3-007,2025-10-31 12:03,4.61,3.12,1.49,Medicamentos,Exitosa,QR Deuna
TXN-017431,COM-003,CLI-3-004,2025-10-31 12:23,13.83,8.52,5.31,Medicamentos,Exitosa,QR Deuna
TXN-017432,COM-003,CLI-3-079,2025-10-31 09:59,10.77,7.1,3.67,Higiene,Exitosa,QR Deuna
TXN-017433,COM-003,CLI-3-008,2025-10-31 15:26,4.61,3.13,1.48,Medicamentos,Exitosa,QR Deuna
TXN-017434,COM-003,CLI-3-074,2025-10-31 17:51,12.3,7.89,4.41,Bebé,Exitosa,QR Deuna
TXN-017435,COM-003,CLI-3-034,2025-10-31 13:50,24.6,15.38,9.22,Bebé,Exitosa,QR Deuna
TXN-017436,COM-003,CLI-3-022,2025-10-31 11:33,10.77,7.05,3.72,Higiene,Exitosa,QR Deuna
TXN-017437,COM-003,CLI-3-098,2025-10-31 19:58,12.3,7.41,4.89,Bebé,Exitosa,Transferencia
TXN-017438,COM-003,CLI-3-062,2025-10-31 10:03,3.59,2.44,1.15,Higiene,Exitosa,QR Deuna
TXN-017439,COM-003,CLI-3-022,2025-10-31 17:59,10.77,6.93,3.84,Higiene,Exitosa,Transferencia
TXN-017440,COM-003,CLI-3-036,2025-10-31 08:56,13.83,8.87,4.96,Medicamentos,Exitosa,QR Deuna
TXN-017441,COM-003,CLI-3-076,2025-10-31 11:05,24.6,15.65,8.95,Bebé,Exitosa,QR Deuna
TXN-017442,COM-003,CLI-3-031,2025-10-31 18:46,36.9,24.53,12.37,Bebé,Exitosa,QR Deuna
TXN-017443,COM-003,CLI-3-064,2025-10-31 16:51,3.59,2.22,1.37,Higiene,Exitosa,QR Deuna
TXN-017444,COM-003,CLI-3-064,2025-10-31 14:30,4.61,2.94,1.67,Medicamentos,Exitosa,QR Deuna
TXN-017445,COM-003,CLI-3-048,2025-10-31 12:11,36.9,22.7,14.2,Bebé,Exitosa,QR Deuna
TXN-017446,COM-003,CLI-3-060,2025-10-31 11:50,24.6,16.88,7.72,Bebé,Exitosa,Transferencia
TXN-017447,COM-003,CLI-3-093,2025-10-31 10:22,24.6,15.99,8.61,Bebé,Exitosa,QR Deuna
TXN-017448,COM-003,CLI-3-035,2025-10-31 08:02,24.6,15.52,9.08,Bebé,Exitosa,QR Deuna
TXN-017449,COM-003,CLI-3-069,2025-11-01 12:45,7.22,4.93,2.29,Higiene,Exitosa,QR Deuna
TXN-017450,COM-003,CLI-3-035,2025-11-01 16:11,13.92,8.64,5.28,Medicamentos,Exitosa,QR Deuna
TXN-017451,COM-003,CLI-3-047,2025-11-01 13:13,3.61,2.32,1.29,Higiene,Exitosa,QR Deuna
TXN-017452,COM-003,CLI-3-028,2025-11-01 10:32,7.22,4.75,2.47,Higiene,Exitosa,QR Deuna
TXN-017453,COM-003,CLI-3-074,2025-11-01 15:16,24.72,15.49,9.23,Bebé,Exitosa,QR Deuna
TXN-017454,COM-003,CLI-3-031,2025-11-01 19:40,3.61,2.28,1.33,Higiene,Exitosa,QR Deuna
TXN-017455,COM-003,CLI-3-096,2025-11-01 15:04,3.61,2.35,0,Higiene,Reversada,QR Deuna
TXN-017456,COM-003,CLI-3-099,2025-11-01 19:10,24.72,15.1,9.62,Bebé,Exitosa,QR Deuna
TXN-017457,COM-003,CLI-3-048,2025-11-01 10:14,9.28,6.26,3.02,Medicamentos,Exitosa,QR Deuna
TXN-017458,COM-003,CLI-3-013,2025-11-01 15:38,10.83,7.3,3.53,Higiene,Exitosa,Transferencia
TXN-017459,COM-003,CLI-3-048,2025-11-01 18:16,3.61,2.32,1.29,Higiene,Exitosa,QR Deuna
TXN-017460,COM-003,CLI-3-013,2025-11-01 17:04,13.92,8.68,5.24,Medicamentos,Exitosa,QR Deuna
TXN-017461,COM-003,CLI-3-050,2025-11-01 17:26,37.08,22.68,14.4,Bebé,Exitosa,QR Deuna
TXN-017462,COM-003,CLI-3-054,2025-11-01 08:33,7.22,4.38,2.84,Higiene,Exitosa,QR Deuna
TXN-017463,COM-003,CLI-3-014,2025-11-01 14:34,12.36,7.81,4.55,Bebé,Exitosa,QR Deuna
TXN-017464,COM-003,CLI-3-087,2025-11-01 10:46,12.36,8.47,0,Bebé,Reversada,QR Deuna
TXN-017465,COM-003,CLI-3-089,2025-11-01 16:57,9.28,5.68,3.6,Medicamentos,Exitosa,QR Deuna
TXN-017466,COM-003,CLI-3-059,2025-11-01 17:58,4.64,2.81,1.83,Medicamentos,Exitosa,Transferencia
TXN-017467,COM-003,CLI-3-043,2025-11-01 18:55,3.61,2.46,1.15,Higiene,Exitosa,QR Deuna
TXN-017468,COM-003,CLI-3-011,2025-11-01 13:17,12.36,8.61,3.75,Bebé,Exitosa,Transferencia
TXN-017469,COM-003,CLI-3-088,2025-11-01 11:38,10.83,6.85,3.98,Higiene,Exitosa,QR Deuna
